Linea,Grupo,Tipo,Codigo,DETALLE,Costo	
Sin Linea,SIN GRUPO, ,04C00662,ROPA P/PERSONAL (VENDEDORES),	
Sin Linea,SIN GRUPO, ,04C00663,ROPA P/TECHISTAS,	
Sin Linea,SIN GRUPO, ,04C00664,ROPA P/PUBLICIDAD DEL EXTERIOR,	
Sin Linea,SIN GRUPO, ,04C00665,HONORARIOS DEL EXTERIOR,	
Sin Linea,SIN GRUPO, ,04C00666,ART.VS. MERCHANDISING,	
Sin Linea,SIN GRUPO, ,04C00667,GRABADO FILM,	
Sin Linea,SIN GRUPO, ,04C00668,BCCI-PETROQ.TRIUNFO 1040518601,	
Sin Linea,SIN GRUPO, ,04C00669,BCCI-PETROQ.TRIUNFO 1040603631,	
Sin Linea,SIN GRUPO, ,04C00670,LAMINA ALUMINIO P/COTEADO,	
Sin Linea,SIN GRUPO, ,04C00671,MATERIALES VS. P/REVENTA,	
Sin Linea,SIN GRUPO, ,04C00672,GTOS.VARIOS PROMOCION (MKT),	
Sin Linea,SIN GRUPO, ,04C00673,BUSQUEDA DE PESRONAL ( TEST PSICO.Y AVISOS),	
Sin Linea,SIN GRUPO, ,04C00674,HONOR. CONTROL DE CALIDAD,	
Sin Linea,SIN GRUPO, ,04C00675,Honorarios por servicios de asesoria legal fabrica,	
Sin Linea,SIN GRUPO, ,04C00676,PAGINA WEB,	
Sin Linea,SIN GRUPO, ,04C00677,PERDIDAS VARIAS,	
Sin Linea,SIN GRUPO, ,04C00678,BCCI-PETROQ.TRIUNFO 1040715602,	
Sin Linea,SIN GRUPO, ,04C00679,INGRESOS VARIOS FINANCIEROS,	
Sin Linea,SIN GRUPO, ,04C00680,BCCI- PETRO.TRIUNFO 1040810607,	
Sin Linea,SIN GRUPO, ,04C00681,Trabajos realizados por 3º,	
Sin Linea,SIN GRUPO, ,04C00684,MOVILIDAD Y VIATICOS FABRICA,	
Sin Linea,SIN GRUPO, ,04C00685,CARTELES Y VIDRIERAS MKTG.,	
Sin Linea,SIN GRUPO, ,04C00686,GRABADO BOLSAS,	
Sin Linea,SIN GRUPO, ,04C00687,AGASAJOS Y EVENTOS ADM.,	
Sin Linea,SIN GRUPO, ,04C00688,INSUMOS DE COMPUTACION,	
Sin Linea,SIN GRUPO, ,04C00689,AGASAJOS Y EVENTOS COM.,	
Sin Linea,SIN GRUPO, ,04C00690,BCCI-PETROQ.TRIUNFO 1040914609,	
Sin Linea,SIN GRUPO, ,04C00691,INSUMOS DE COMPUTACION FAB.,	
Sin Linea,SIN GRUPO, ,04C00692,PUB. Y SUSCRIP. MARK.,	
Sin Linea,SIN GRUPO, ,04C00693,REGALOS A CLIENTES,	
Sin Linea,SIN GRUPO, ,04C00694,BCCI PE BAJA DENS.TRITHENE CX7065 R.1041007618,	
Sin Linea,SIN GRUPO, ,04C00695,SUSCRIPCIONES,	
Sin Linea,SIN GRUPO, ,04C00696,AGASAJOS Y EVENTOS MKT,	
Sin Linea,SIN GRUPO, ,04C00697,BONIFICACIONES OTORGADAS,	
Sin Linea,SIN GRUPO, ,04C00698,CABLE DE ACERO GALVANIZADO,	
Sin Linea,SIN GRUPO, ,04C00699,CABLE GUARDACABOS,	
Sin Linea,SIN GRUPO, ,04C00700,TENSORES,	
Sin Linea,SIN GRUPO, ,04C00701,TERMINALES,	
Sin Linea,SIN GRUPO, ,04C00702,BCCI-PETRO.TRIUNFO REF:108602/11607,	
Sin Linea,SIN GRUPO, ,04C00703,MALACATES,	
Sin Linea,SIN GRUPO, ,04C00704,PRODUCTOS VARIOS DE REVENTA,	
Sin Linea,SIN GRUPO, ,04C00705,OTROS GASTOS DE MATERIAL DE REVENTA,	
Sin Linea,SIN GRUPO, ,04C00706,REGALOS PARA USUARIOS,	
Sin Linea,SIN GRUPO, ,04C00707,BCCI-PETROQ.TRIUNFO 1041215622,	
Sin Linea,SIN GRUPO, ,04C00708,BUCI-ISOLANT DO BRASIL REF.1041221618,	
Sin Linea,SIN GRUPO, ,04C00709,BCCI-PETROQ.TRIUNFO REF 1050107600,	
Sin Linea,SIN GRUPO, ,04C00710,BUCI-CABEZAL P/ESTRUSORA POLYCELL-REF3043384015,	
Sin Linea,SIN GRUPO, ,04C00711,DEVOLUCION CHEQUES DE TERCEROS A CLIENTES,	
Sin Linea,SIN GRUPO, ,04C00712,BCCI- PETROQ.TRIUNFO REF. 481956 - GALICIA,	
Sin Linea,SIN GRUPO, ,04C00713,BCCI-PETROQ.TRIUNFO 485842 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00714,PUBLICACIONES MKT.,	
Sin Linea,SIN GRUPO, ,04C00715,BCCI-PETRO.TRIUNFO REF.489779 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00716,ALQUILERES BIENES MUEBLES FABRICA,	
Sin Linea,SIN GRUPO, ,04C00717,BCCI-PETR.TRIUNFO REF: 49003 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00718,BUCI. CONT.ESTAIC./MATRIC.P/CABEZAL 1050107651,	
Sin Linea,SIN GRUPO, ,04C00719,BUCI- TALCO MALLA  REF: 22605,	
Sin Linea,SIN GRUPO, ,04C0072,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10549,	
Sin Linea,SIN GRUPO, ,04C00720,DIFERENCIAS VARIAS PROVEEDORES,	
Sin Linea,SIN GRUPO, ,04C00721,BCCI- PETROQ. TRIUNFO REF: 505019 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00722,RETENCION A DEPOSITAR SOBRE LOS II.BB.,	
Sin Linea,SIN GRUPO, ,04C00723,GTOS. DE INMUEBLE,	
Sin Linea,SIN GRUPO, ,04C00724,BCCI-PETROQ.TRIUNFO REF: 511196 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00725,BCCI- PETROQ.TRIUNFO  GAL: 505019,	
Sin Linea,SIN GRUPO, ,04C00726,BCCI: PETROQ. TRIUNFO REF: 522790,	
Sin Linea,SIN GRUPO, ,04C00727,BCCI- PETROQ.TRIUNFO 527922 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00728,MEJORAS INMUEBLE SAN ISIDRO,	
Sin Linea,SIN GRUPO, ,04C00729,VIGILANCIA Y MONITOREO SAN ISIDRO,	
Sin Linea,SIN GRUPO, ,04C00730,HONOR.SERVICIOS DE COMPUTACION FABRICA,	
Sin Linea,SIN GRUPO, ,04C00731,RECUPERO DE GASTOS VARIOS,	
Sin Linea,SIN GRUPO, ,04C00732,GASTOS VARIOS POR PATROCINIO*,	
Sin Linea,SIN GRUPO, ,04C00733,GTOS. VARIOS MEJORAS  OFICINA,	
Sin Linea,SIN GRUPO, ,04C00734,OTROS HONORARIOS PROF. COMERCIALIZACION,	
Sin Linea,SIN GRUPO, ,04C00735,BCCI-PETROQ.TRIUNFO 544799 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00736,BUCI-MAQUINA COTEA.EXTRU.TONGIL IND.CO.LTD.,	
Sin Linea,SIN GRUPO, ,04C00737,PAPELERIA COMERCIAL E IMPRESOS,0	
Sin Linea,SIN GRUPO, ,04C00738,BUCI-MAQ.COTEAD.BURBUJA JIANDA- ZHEJIANG 6636,	
Sin Linea,SIN GRUPO, ,04C00739,GTOS. VARIOS MEJORAS SAN ISIDRO,	
Sin Linea,SIN GRUPO, ,04C00740,BCCI- PETROQ.TRIUNFO 552020- GALICIA,	
Sin Linea,SIN GRUPO, ,04C00741,BCCI-PETROQ.TRIUNFO REF. GAL.553799,	
Sin Linea,SIN GRUPO, ,04C00742,CARGAS SOCIALES PERS. DE 3º FABRICA,	
Sin Linea,SIN GRUPO, ,04C00743,FOLLETOS EXTERIOR,	
Sin Linea,SIN GRUPO, ,04C00744,BCCI-PETROQ.TRIUNFO REF. 567401,	
Sin Linea,SIN GRUPO, ,04C00745,EXIBIDORES,	
Sin Linea,SIN GRUPO, ,04C00746,GAS SAN ISIDRO,	
Sin Linea,SIN GRUPO, ,04C00747,BUCI- REP.EXTRUS.NUEVA JOONGBO 580056,	
Sin Linea,SIN GRUPO, ,04C00748,BCCI-PETROQ.TRIUNFO REF. 580432,	
Sin Linea,SIN GRUPO, ,04C00749,VENTA MAQUINARIAS,	
Sin Linea,SIN GRUPO, ,04C00750,BCCI- PETROQ.TRIUNFO REF: 583328 GALICIA,	
Sin Linea,SIN GRUPO, ,04C00751,BCCI- PETROQ. TRIUNFO OPER. 592402,	
Sin Linea,SIN GRUPO, ,04C00752,AGUAS ARGENTINAS,	
Sin Linea,SIN GRUPO, ,04C00753,SOUVENIRES PARA USUARIOS,	
Sin Linea,SIN GRUPO, ,04C00754,BUCI-GENERADOR DIGITAL OUTPUT 500VDC-598691,	
Sin Linea,SIN GRUPO, ,04C00755,BCCI- PETROQ. TRIUNFO REF: 607305,	
Sin Linea,SIN GRUPO, ,04C00756,BUCI - COTEADORA ZHEJIANG REF: 323624/654057,	
Sin Linea,SIN GRUPO, ,04C00757,BCCI- PETROQ. TRIUNFO REF: 610133,	
Sin Linea,SIN GRUPO, ,04C00758,BUCI- PANELES RESFRIDOR EVAPOR. MUNTERS 614679,	
Sin Linea,SIN GRUPO, ,04C00759,HONORARIOS PROFESIONALES MARKETING - OTROS,	
Sin Linea,SIN GRUPO, ,04C00760,RECUPERO DE INCOBRABLES,	
Sin Linea,SIN GRUPO, ,04C00761,BCCI- PETROQ. TRIUNFO REF: 630456,	
Sin Linea,SIN GRUPO, ,04C00762,BCCI - PETROQ. TRIUNFO REF: 631732,	
Sin Linea,SIN GRUPO, ,04C00763,BCCI- PETROQ. TRIUNFO REF. 640905,	
Sin Linea,SIN GRUPO, ,04C00764,BCCI- FOIL ALUMINIO  REF: 642892/654053,	
Sin Linea,SIN GRUPO, ,04C00765,APORTES SOCIO HANDEL-RED S.A.,	
Sin Linea,SIN GRUPO, ,04C00766,BCCI- PETROQ. TRIUNFO REF: 646039,	
Sin Linea,SIN GRUPO, ,04C00767,BCCI- PETROQ. TRIUNFO REF: 654967,	
Sin Linea,SIN GRUPO, ,04C00768,BCCI-PETROQ.TRIUNFO REF: 657204,	
Sin Linea,SIN GRUPO, ,04C00770,BCCI-PETROQ.TRIUNFO REF: 659457,	
Sin Linea,SIN GRUPO, ,04C00771,BCCI- PTEROQ. TRIUNFO REF: 670202,	
Sin Linea,SIN GRUPO, ,04C00772,BCCI- PETROQ.TRIUNFO REF: 671110,	
Sin Linea,SIN GRUPO, ,04C00773,BCCI- PETROQ. TRIUNFO REF: 673526,	
Sin Linea,SIN GRUPO, ,04C00775,IVA CRED. FISCAL POR NC. SOBRE VENTAS,	
Sin Linea,SIN GRUPO, ,04C00776,BCCI-PETROQ. TRIUNFO REF: 683053,	
Sin Linea,SIN GRUPO, ,04C00777,BCCI-PETROQ.TRIUNFO REF: 685214,	
Sin Linea,SIN GRUPO, ,04C00778,FOLLETERIA PARA PUBLIC. Y PATROCINIO,	
Sin Linea,SIN GRUPO, ,04C00779,BCCI- PETROQ.TRIUNFO  REF: 697197,	
Sin Linea,SIN GRUPO, ,04C00780,BCCI- PETROQ. TRIUNFO REF: 701810,	
Sin Linea,SIN GRUPO, ,04C00781,BCCI- CITIC INTERNATIONAL 703360,	
Sin Linea,SIN GRUPO, ,04C00782,BCCI- WENZHOU CORPORATION  709003,	
Sin Linea,SIN GRUPO, ,04C00783,BCCI- PETROQ.TRIUNFO REF: 711591,	
Sin Linea,SIN GRUPO, ,04C00784,BCCI-PETROQ.TRIUNFO REF: 713172,	
Sin Linea,SIN GRUPO, ,04C00785,BUCI- ACC.EXTRUSO.AGENS STRATMANN GMBH REF: 713169,	
Sin Linea,SIN GRUPO, ,04C00786,SOUVENIRES PARA CLIENTES,	
Sin Linea,SIN GRUPO, ,04C00788,BCCI-PETROQ.TRIUNFO REF: 726057,	
Sin Linea,SIN GRUPO, ,04C00789,BCCI- PETROQ. TRIUNFO REF: 728501,	
Sin Linea,SIN GRUPO, ,04C00790,BCCI- PETROQ. TRIUNFO REF: 730772,	
Sin Linea,SIN GRUPO, ,04C00791,BUCI-2 Generadores Electricos 200 kw y 1 de 26.5 kw.,	
Sin Linea,SIN GRUPO, ,04C00797,BCCI-PETROQ.TRIUNFO REF: 767335,	
Sin Linea,SIN GRUPO, ,04C00798,GTOS. X COMISIONES BURSATILES,	
Sin Linea,SIN GRUPO, ,04C00799,GTOS.X IMPUESTOS VARIOS,	
Sin Linea,SIN GRUPO, ,04C00800,CINTA PARA EMBALAJE,	
Sin Linea,SIN GRUPO, ,04C00801,BCCI-PETROQ.TRIUNFO REF. 770730,	
Sin Linea,SIN GRUPO, ,04C00802,BCCI- PETROQ. TRIUNFO  REF: 778790,	
Sin Linea,SIN GRUPO, ,04C00803,SEGURO DE CAUCION,	
Sin Linea,SIN GRUPO, ,04C00804,BCCI - POL.METALIZADO PACIFIC - 846644,	
Sin Linea,SIN GRUPO, ,04C00805,BCCI- PETROQ. TRIUNFO REF: 792425,	
,SIN GRUPO, ,01C00807,FABRICACION FORMADORA DE CAÑOS Nº 2,	
Sin Linea,SIN GRUPO, ,04C00808,FRANQUEO COMERC.,	
Sin Linea,SIN GRUPO, ,04C00809,FRANQUEO EXTERIOR,	
Sin Linea,SIN GRUPO, ,04C00810,BCCI- PETROQ. TRIUNFO REF: 802857,	
Sin Linea,SIN GRUPO, ,04C00811,STICKERS,	
Sin Linea,SIN GRUPO, ,04C00812,BCCI-PETROQ.TRIUNFO REF: 804850,	
Sin Linea,SIN GRUPO, ,04C00813,BCCI- PETROQ. TRIUNFO REF: 811119,	
Sin Linea,SIN GRUPO, ,04C00814,BCCI- PETROQ. TRIUNFO REF: 819954,	
Sin Linea,SIN GRUPO, ,04C00815,BCCI- PETROQ. TRIUNFO REF: 821172,	
Sin Linea,SIN GRUPO, ,04C00816,BCCI- WENZHOU  REF: 827618,	
Sin Linea,SIN GRUPO, ,04C00817,BCCI- PACIFIC INDUSTRY CO. REF: 828703,	
Sin Linea,SIN GRUPO, ,04C00818,BCCI- PETROQ. TRIUNFO REF: 832862,	
Sin Linea,SIN GRUPO, ,04C00819,BCCI- PETROQ. TRIUNFO REF: 837532,	
Sin Linea,SIN GRUPO, ,04C00820,BCCI- PETROQ.TRIUNFO REF: 840516,	
Sin Linea,SIN GRUPO, ,04C00821,BCCI. PETROQ.TRIUNFO REF. 851230,	
Sin Linea,SIN GRUPO, ,04C00822,BCCI-Pe.baja densidad Petroq.Triunfo 854476,	
Sin Linea,SIN GRUPO, ,04C00823,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 864445,	
Sin Linea,SIN GRUPO, ,04C00824,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 866757,	
Sin Linea,SIN GRUPO, ,04C00825,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9750,	
Sin Linea,SIN GRUPO, ,04C00826,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9751,	
Sin Linea,SIN GRUPO, ,04C00827,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9814,	
Sin Linea,SIN GRUPO, ,04C00828,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9815,	
Sin Linea,SIN GRUPO, ,04C00829,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9816,	
Sin Linea,SIN GRUPO, ,04C00830,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PI-070809-1,	
Sin Linea,SIN GRUPO, ,04C00831,BCCI-ALUMINIO 10 MIC. 1040mm WENZHOU 07HL041AF,	
Sin Linea,SIN GRUPO, ,04C00832,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9894,	
Sin Linea,SIN GRUPO, ,04C00833,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9895,	
Sin Linea,SIN GRUPO, ,04C00834,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9896,	
Sin Linea,SIN GRUPO, ,04C00835,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9965,	
Sin Linea,SIN GRUPO, ,04C00836,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9966,	
Sin Linea,SIN GRUPO, ,04C00837,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 9967,	
Sin Linea,SIN GRUPO, ,04C00839,BCCI-ALUMINIO ALLOY 5083-PERFILES ALUM. -FC. PROF. 152,	
Sin Linea,SIN GRUPO, ,04C00840,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10038,	
Sin Linea,SIN GRUPO, ,04C00841,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10039,	
Sin Linea,SIN GRUPO, ,04C00842,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10040,	
Sin Linea,SIN GRUPO, ,04C00843,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PI-071112-1,	
Sin Linea,SIN GRUPO, ,04C00844,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10102,	
Sin Linea,SIN GRUPO, ,04C00845,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10103,	
Sin Linea,SIN GRUPO, ,04C00846,INVERSIONES - ACC. CON COTIZACION,	
Sin Linea,SIN GRUPO, ,04C00847,BUCI-Máq.Rec.-Pelletizadora TONGJIA Fc.JG20080228,	
Sin Linea,SIN GRUPO, ,04C00848,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10156,	
Sin Linea,SIN GRUPO, ,04C00849,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10157,	
Sin Linea,SIN GRUPO, ,04C00850,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO 10158,	
Sin Linea,SIN GRUPO, ,04C00851,BUCI-Línea de Extrusión Ext 153 FAP Srl Fc. 38,	
Sin Linea,SIN GRUPO, ,04C00852,BCCI-POLIÉSTER 1020mm PACIFIC CO. PI-080118-1,	
Sin Linea,SIN GRUPO, ,04C00853,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10220,	
Sin Linea,SIN GRUPO, ,04C00854,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10221,	
Sin Linea,SIN GRUPO, ,04C00855,BCCI-PERFILES DE ALUMINIO-FC. COM. Nº 20801232,	
Sin Linea,SIN GRUPO, ,04C00856,Retención IVA,	
Sin Linea,SIN GRUPO, ,04C00857,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10286,	
Sin Linea,SIN GRUPO, ,04C00858,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10287,	
Sin Linea,SIN GRUPO, ,04C00859,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10288,	
Sin Linea,SIN GRUPO, ,04C00860,LEASING FINANCIERO - AUTOELEVADOR KOMATSU,	
Sin Linea,SIN GRUPO, ,04C00861,SEGURO FINANCIERO LEASING,	
Sin Linea,SIN GRUPO, ,04C00862,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10327,	
Sin Linea,SIN GRUPO, ,04C00863,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10328,	
Sin Linea,SIN GRUPO, ,04C00864,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PIS-080414-1,	
Sin Linea,SIN GRUPO, ,04C00865,BCCI- TALCO CITIC INTERNATIONAL P.I. Nº HD08025,	
Sin Linea,SIN GRUPO, ,04C00866,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10430,	
Sin Linea,SIN GRUPO, ,04C00867,BCCI-Pe.BAJA DENSIDAD PETROQ.TRIUNFO FC. 10431,	
Sin Linea,SIN GRUPO, ,04C00868,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10479,	
Sin Linea,SIN GRUPO, ,04C00869,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10480,	
Sin Linea,SIN GRUPO, ,04C00870,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10481,	
Sin Linea,SIN GRUPO, ,04C00871,O. EN CURSO - NUEVA PLANTA HONORARIOS GENERALES,	
Sin Linea,SIN GRUPO, ,04C00872,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10549,	
Sin Linea,SIN GRUPO, ,04C00873,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10550,	
Sin Linea,SIN GRUPO, ,04C00874,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PI-080723-3,	
Sin Linea,SIN GRUPO, ,04C00875,BCCI-VIBATAN PE ANTICOLLAPSE 01205 NEXO INT. FC.-Nexo-ISL-00,	
Sin Linea,SIN GRUPO, ,04C00876,BCCI-PE ANTICOLLAPSE 01205 VIBA SPA - Fc. Com. 61.311,	
Sin Linea,SIN GRUPO, ,04C00877,BUCI-Matriz Acan.-Reptos. Vs. ZAF Mult. Srl Fc. 44,	
Sin Linea,SIN GRUPO, ,04C00878,BCCI-Pe.BAJA DENSIDAD PETROQ. TRIUNFO FC. 10606,	
Sin Linea,SIN GRUPO, ,04C00879,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PIS-080911-5,	
Sin Linea,SIN GRUPO, ,04C00880,BCCI-Pe. BAJA DENSIDAD PETROQ. TRIUNFO FC. 10648,	
Sin Linea,SIN GRUPO, ,04C00881,BCCI-Pe. BAJA DENSIDAD PETROQ. TRIUNFO FC. 10684,	
Sin Linea,SIN GRUPO, ,04C00882,BUCI-Planta trat.aguas salobres MARINE ELEC.IND.Fc.08-00588,	
Sin Linea,SIN GRUPO, ,04C00883,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PI-081009-1,	
Sin Linea,SIN GRUPO, ,04C00884,BCCI- Pe. BAJA DENSIDAD MECEN IPC. FC. Proforma MCA-PI-08110,	
Sin Linea,SIN GRUPO, ,04C00885,BCCI-POLIÉSTER 1020-1530mm PACIFIC CO. PI-081107-1,	
Sin Linea,SIN GRUPO, ,04C00886,BCCI-PE ANTICOLLAPSE 01205 VIBA SPA - Fc. Proforma S/N,	
Sin Linea,SIN GRUPO, ,04C00887,BCCI- ALUMINIO ALLOY 5083-Planchas. - FC. PROF. S/N,	
Sin Linea,SIN GRUPO, ,04C00888,BUCI-Cutting and Welding Machine / Hot Laminator Fc. Profo 2,	
Sin Linea,SIN GRUPO, ,04C00889,BCCI-Foil ALUMINIO 10MIC. WENZHOU NEW CENT. NC08LJ551,	
Sin Linea,SIN GRUPO, ,04C00890,BCCI- Pe. BAJA DENSIDAD MECEN IPC. FC. Proforma MCA-PI-08112,	
Sin Linea,SIN GRUPO, ,04C00891,BCCI- Pe. BAJA DENSIDAD Hanwha International. FC. Proforma H,	
Sin Linea,SIN GRUPO, ,04C00892,BCCI-POLIÉSTER 1020mm PACIFIC CO. PI-081223-1,	
Sin Linea,SIN GRUPO, ,04C00893,BCCI- Pe. BAJA DENSIDAD Hanwha International. FC. Proforma H,	
Sin Linea,SIN GRUPO, ,04C00894,BUCI-Rolung Ring Drive Uit - Fc Proforma 10900068,	
Sin Linea,SIN GRUPO, ,04C00895,BCCI-Pe.B.DENS.Hanwha Int. Fc. 50900158H,	
Sin Linea,SIN GRUPO, ,04C00896,REPCI-TABLERO ELECT.p/WELD.MAC.-MATRIZ-FAP-FC.21,	
Sin Linea,SIN GRUPO, ,04C00897,BCCI-POLIÉSTER 1020mm PACIFIC CO. PIS-090323-1,	
Sin Linea,SIN GRUPO, ,04C00898,OTROS INGRESOS VS.,	
Sin Linea,SIN GRUPO, ,04C00899,BCCI-Pe.B.DENS.Hanwha Int. Fc. 090524-01,	
Sin Linea,SIN GRUPO, ,04C00901,BCCI-POLIÉS.1020-ALUM.RAF.PACIFIC PIS-090519-1,	
Sin Linea,SIN GRUPO, ,04C00902,BCCI- Pe. BAJA DENSIDAD Montachem FC. Proforma IS-01/09,	
Sin Linea,SIN GRUPO, ,04C00903,BCCI- Pe. BAJA DENSIDAD Hanwha International. FC. Proforma H,	
Sin Linea,SIN GRUPO, ,04C00904,DEUDAS BANCARIAS GALICIA,	
Sin Linea,SIN GRUPO, ,04C00905,MIFCI - POLISHIELD HT SLOW-WHITE. FC. PROF. 52009,	
Sin Linea,SIN GRUPO, ,04C00906,BCCI-POLIÉSTER 1020mm PACIFIC CO. PI-090627-1,	
Sin Linea,SIN GRUPO, ,04C00907,BCCI-PE ANTICOLLAPSE 01205 VIBA SPA - Fc. Proforma Nº 702,	
Sin Linea,SIN GRUPO, ,04C00908,BCCI-Pe.B.DENS.Hanwha Int. PI.HWI-PE-070209-03,	
Sin Linea,SIN GRUPO, ,04C00909,BCCI-PE ANTICOLLAPSE 90841 FRILVAM-Fc.Prof.Nº 097/09,	
Sin Linea,SIN GRUPO, ,04C00910,BCCI-LDPE L2F-P.T.LIONS CHEMICALS IND.-P.I.LCH/0114-01/IX/09,	
Sin Linea,SIN GRUPO, ,04C00911,BCCI-Aluminio sd/Blanco-WENZHOU NEWCENT.INT.LTD.-P.I.NC09LJ-D101,	
Sin Linea,SIN GRUPO, ,04C00912,BCCI-PACIFIC IND. CO.-Poliester Coteado1020-1530-P.I.090828-1,	
Sin Linea,SIN GRUPO, ,04C00913,BCCI-ZHEJIANG ZHONGYUE-Poliester Coteado 1530-P.I. PINF09034,	
Sin Linea,SIN GRUPO, ,04C00914,BCCI- Pe. BAJA DENSIDAD Hanwha International. FC. Proforma HWI-PE-091509-01,	
Sin Linea,SIN GRUPO, ,04C00915,BCCI-Pe. BAJA DENSIDAD BRASKEM FC Proforma 606651,	
Sin Linea,SIN GRUPO, ,04C00916,BCCI-Pe. BAJA DENSIDAD BRASKEM FC Proforma 606658,	
Sin Linea,SIN GRUPO, ,04C00917,BCCI- Pe. BAJA DENSIDAD Hanwha International. FC. Proforma HWI-PE-100609-01,	
Sin Linea,SIN GRUPO, ,04C00918,TRABAJOS POR MERCADERIA FALLADA,	
Sin Linea,SIN GRUPO, ,04C00919,BCCI-PACIFIC IND. CO.-Poliester Coteado1020-1530-P.I.091010-2,	
Sin Linea,SIN GRUPO, ,04C00920,REPCI-REPUESTOS VS.-FAP-FC.10/09,	
Sin Linea,SIN GRUPO, ,04C00921,BUCI-Cables de Acero-TECKLENBORG-P.I. 219476,	
Sin Linea,SIN GRUPO, ,04C00922,BCCI-PE ANTICOLLAPSE 90841 FRILVAM-Fc.Prof.Nº 146/09,	
Sin Linea,SIN GRUPO, ,04C00923,BCCI-PE ANTICOLLAPSE 01205 VIBA SPA- Fc. Prof.Nº 1105,	
Sin Linea,SIN GRUPO, ,04C00924,BCCI-ALUMINIUM FOIL-JIANGYING WANG.-FC.Prof.NºWG091103,	
Sin Linea,SIN GRUPO, ,04C00925,OBRA EN CURSO INST.DEPOSITO,	
Sin Linea,SIN GRUPO, ,04C00926,BCCI-Aluminio 10mic.-WENZHOU NEWCENT.INT.LTD.-P.I.NC09LJ-D102,	
Sin Linea,SIN GRUPO, ,04C00927,GTOS. PUBLICIDAD MKTG.,	
Sin Linea,SIN GRUPO, ,04C00928,BCCI-PACIFIC IND.CO.-Poliester Coteado 1020-PI-091201-5,	
Sin Linea,SIN GRUPO, ,04C00929,BUCI-Electro Control System-ULTRA DYNAMICS-P.I.7476,	
Sin Linea,SIN GRUPO, ,04C00930,BCCI-HANGZHOU JINXIN-Poliester Coteado 1530-PI-HZ20100107,	
Sin Linea,SIN GRUPO, ,04C00931,GTOS. SERVICIO ESTUDIO MERCADO EXTERIOR,	
Sin Linea,SIN GRUPO, ,04C00932,ALCHEMY SOC. DE BOLSA $,	
Sin Linea,SIN GRUPO, ,04C00933,CH. DE PAGO DIFERIDO,	
